Px016979	XP_011566912.1
Px017178	XP_011565141.1
Px017179	XP_011566920.1
Px017645	XP_011556301.1
Px017646	XP_011556201.1
Px017647	XP_011567159.1
Px014753	XP_011565787.1
Px014754	XP_011557021.1
Px014755	XP_011565790.1
Px016627	XP_011566710.1
Px016628	XP_011567359.1
Px016629	XP_011566712.1
Px016630	XP_011566713.1
Px016632	XP_011566714.1
Px016633	XP_011566715.1
Px016639	XP_011566719.1
Px016640	XP_011560826.1
Px016643	XP_011566720.1
Px016644	XP_011566721.1
Px016645	XP_011566722.1
Px016646	XP_011566724.1
Px016647	XP_011566725.1
Px016649	XP_011566727.1
Px009251	XP_011561486.1
Px009252	XP_011561460.1
Px009253	XP_011561487.1
Px009254	XP_011561461.1
Px009255	XP_011561463.1
Px009256	XP_011561465.1
Px009257	XP_011561466.1
Px009258	XP_011561466.1
Px009259	XP_011561470.1
Px009260	XP_011561474.1
Px009261	XP_011561475.1
Px009262	XP_011561476.1
Px009263	XP_011561488.1
Px009265	XP_011561477.1
Px009266	XP_011560756.1
Px009268	XP_011561490.1
Px009269	XP_011561478.1
Px009270	XP_011561482.1
Px009271	XP_011561483.1
Px009273	XP_011561492.1
Px009274	XP_011561484.1
Px009275	XP_011567163.1
Px009276	XP_011561494.1
Px009815	XP_011562283.1
Px009816	XP_011562286.1
Px009817	XP_011562288.1
Px009818	XP_011562289.1
Px009819	XP_011562284.1
Px009820	XP_011562285.1
Px009821	XP_011562285.1
Px009823	XP_011562290.1
Px009824	XP_011562291.1
Px011715	XP_011553396.1
Px011717	XP_011568540.1
Px011718	XP_011568541.1
Px011719	XP_011553831.1
Px011720	XP_011568542.1
Px011721	XP_011568543.1
Px011722	XP_011568545.1
Px011724	XP_011568599.1
Px011725	XP_011568546.1
Px011726	XP_011568550.1
Px011727	XP_011568551.1
Px011728	XP_011568552.1
Px011729	XP_011568556.1
Px011730	XP_011568556.1
Px011733	XP_011568557.1
Px011734	XP_011568601.1
Px011736	XP_011557441.1
Px011737	XP_011568563.1
Px011738	XP_011568602.1
Px011739	XP_011568602.1
Px011740	XP_011568566.1
Px011741	XP_011568567.1
Px011742	XP_011568568.1
Px011743	XP_011568569.1
Px011744	XP_011568569.1
Px011746	XP_011568570.1
Px011747	XP_011568572.1
Px011748	XP_011568573.1
Px011749	XP_011568603.1
Px011750	XP_011549781.1
Px011751	XP_011568605.1
Px011752	XP_011568607.1
Px011754	XP_011568608.1
Px011755	XP_011568575.1
Px011756	XP_011568579.1
Px011757	XP_011568577.1
Px011758	XP_011568580.1
Px011759	XP_011568581.1
Px011760	XP_011554768.1
Px011762	XP_011568609.1
Px011764	XP_011568417.1
Px011765	XP_011568583.1
Px011766	XP_011568585.1
Px011767	XP_011568611.1
Px011769	XP_011568589.1
Px011770	XP_011568612.1
Px011771	XP_011568591.1
Px011772	XP_011568593.1
Px011773	XP_011568594.1
Px011774	XP_011568616.1
Px004414	XP_011555909.1
Px014854	XP_011560406.1
Px014855	XP_011565887.1
Px014856	XP_011565888.1
Px017950	XP_011567306.1
Px017951	XP_011567303.1
Px017952	XP_011567307.1
Px002778	XP_011556869.1
Px013381	XP_011552173.1
Px013382	XP_011564441.1
Px013383	XP_011564441.1
Px013384	XP_011564443.1
Px013385	XP_011564446.1
Px013387	XP_011564448.1
Px013388	XP_011558127.1
Px013389	XP_011564448.1
Px013390	XP_011564439.1
Px017107	XP_011566978.1
Px017109	XP_011566979.1
Px017110	XP_011566979.1
Px017111	XP_011566980.1
Px017112	XP_011566982.1
Px017114	XP_011566983.1
Px017115	XP_011566984.1
Px017116	XP_011566985.1
Px000539	XP_011567481.1
Px000540	XP_011567482.1
Px000541	XP_011567483.1
Px002514	XP_011566855.1
Px002515	XP_011566964.1
Px002516	XP_011567069.1
Px002517	XP_011562627.1
Px002518	XP_011567176.1
Px002520	XP_011567348.1
Px002521	XP_011567457.1
Px002522	XP_011567799.1
Px002523	XP_011568040.1
Px002524	XP_011568207.1
Px002525	XP_011568226.1
Px002526	XP_011568263.1
Px002527	XP_011568274.1
Px002528	XP_011568284.1
Px002529	XP_011547926.1
Px002530	XP_011568309.1
Px002531	XP_011568332.1
Px002532	XP_011568343.1
Px002533	XP_011568357.1
Px002534	XP_011547949.1
Px002535	XP_011547961.1
Px002536	XP_011568368.1
Px002537	XP_011568391.1
Px002538	XP_011568380.1
Px002539	XP_011568402.1
Px002540	XP_011568412.1
Px002541	XP_011558883.1
Px002542	XP_011568418.1
Px002543	XP_011547972.1
Px002544	XP_011568427.1
Px002547	XP_011568438.1
Px002548	XP_011547983.1
Px002549	XP_011547991.1
Px002551	XP_011568459.1
Px002552	XP_011548002.1
Px002554	XP_011548013.1
Px002556	XP_011548013.1
Px002557	XP_011568475.1
Px002558	XP_011558883.1
Px002559	XP_011568475.1
Px002560	XP_011568475.1
Px002561	XP_011568486.1
Px002562	XP_011568494.1
Px002563	XP_011548039.1
Px002564	XP_011568503.1
Px002565	XP_011568513.1
Px002566	XP_011568513.1
Px002568	XP_011548050.1
Px002571	XP_011548050.1
Px002572	XP_011548061.1
Px002573	XP_011568532.1
Px002574	XP_011568549.1
Px002575	XP_011568560.1
Px002576	XP_011568571.1
Px002577	XP_011554767.1
Px002578	XP_011554767.1
Px002579	XP_011548083.1
Px002580	XP_011548105.1
Px002581	XP_011548115.1
Px002582	XP_011568595.1
Px002583	XP_011557487.1
Px002584	XP_011552109.1
Px002585	XP_011548146.1
Px002586	XP_011568640.1
Px002587	XP_011548170.1
Px002588	XP_011568628.1
Px002589	XP_011568615.1
Px002590	XP_011550321.1
Px002592	XP_011568661.1
Px002593	XP_011548182.1
Px002594	XP_011568682.1
Px002595	XP_011565528.1
Px002596	XP_011568682.1
Px002597	XP_011568693.1
Px002598	XP_011568716.1
Px002600	XP_011548193.1
Px002601	XP_011568736.1
Px002602	XP_011548203.1
Px002603	XP_011568747.1
Px002604	XP_011568782.1
Px002605	XP_011568798.1
Px002606	XP_011568807.1
Px002607	XP_011555848.1
Px002608	XP_011568841.1
Px002609	XP_011548215.1
Px002610	XP_011568851.1
Px002611	XP_011568862.1
Px002612	XP_011568873.1
Px002613	XP_011548227.1
Px002614	XP_011548241.1
Px002615	XP_011568909.1
Px002616	XP_011568922.1
Px002617	XP_011568945.1
Px002618	XP_011568933.1
Px002619	XP_011568966.1
Px002620	XP_011568983.1
Px002621	XP_011568996.1
Px002622	XP_011569008.1
Px002623	XP_011569018.1
Px002624	XP_011548253.1
Px002625	XP_011569070.1
Px002626	XP_011569082.1
Px002632	XP_011569118.1
Px002633	XP_011569130.1
Px002634	XP_011569139.1
Px002635	XP_011569150.1
Px002636	XP_011569161.1
Px002637	XP_011569165.1
Px002638	XP_011569176.1
Px002639	XP_011569188.1
Px002640	XP_011567508.1
Px002641	XP_011567508.1
Px002642	XP_011548312.1
Px002643	XP_011569201.1
Px002644	XP_011548340.1
Px002645	XP_011569217.1
Px002646	XP_011569250.1
Px002647	XP_011569228.1
Px002648	XP_011569271.1
Px002649	XP_011569287.1
Px002650	XP_011569298.1
Px002651	XP_011569338.1
Px002652	XP_011548350.1
Px002653	XP_011548350.1
Px002654	XP_011557487.1
Px002655	XP_011551560.1
Px002656	XP_011547776.1
Px002657	XP_011547786.1
Px002658	XP_011548363.1
Px002659	XP_011548363.1
Px002660	XP_011547798.1
Px002661	XP_011547810.1
Px002664	XP_011547822.1
Px002665	XP_011548373.1
Px002666	XP_011547862.1
Px002667	XP_011547862.1
Px002668	XP_011547876.1
Px002669	XP_011568133.1
Px002670	XP_011548395.1
Px002671	XP_011548416.1
Px002672	XP_011547886.1
Px011073	XP_011563083.1
Px011074	XP_011563085.1
Px011075	XP_011563088.1
Px011077	XP_011563078.1
Px011078	XP_011563080.1
Px011080	XP_011563090.1
Px011081	XP_011563091.1
Px012962	XP_011564616.1
Px012963	XP_011564617.1
Px012964	XP_011564619.1
Px014825	XP_011562116.1
Px014826	XP_011565821.1
Px014827	XP_011565822.1
Px017901	XP_011567281.1
Px017902	XP_011567277.1
Px017903	XP_011549367.1
Px017904	XP_011549325.1
Px001742	XP_011567868.1
Px001687	XP_011567837.1
Px001688	XP_011559988.1
Px013256	XP_011564148.1
Px013257	XP_011564144.1
Px013258	XP_011564146.1
Px013259	XP_011564147.1
Px013260	XP_011566241.1
Px006968	XP_011552785.1
Px006969	XP_011552786.1
Px006970	XP_011552787.1
Px006971	XP_011552792.1
Px006972	XP_011552795.1
Px006973	XP_011552749.1
Px006974	XP_011552750.1
Px006975	XP_011552751.1
Px006976	XP_011552753.1
Px006977	XP_011552797.1
Px006979	XP_011552799.1
Px006980	XP_011552754.1
Px006981	XP_011552800.1
Px006982	XP_011552762.1
Px006984	XP_011552764.1
Px006985	XP_011552765.1
Px006986	XP_011552766.1
Px006987	XP_011552767.1
Px006988	XP_011552769.1
Px006990	XP_011552804.1
Px006991	XP_011552805.1
Px006993	XP_011560251.1
Px006994	XP_011551371.1
Px006995	XP_011552809.1
Px006996	XP_011552807.1
Px006997	XP_011552772.1
Px006998	XP_011552812.1
Px006999	XP_011552784.1
Px012387	XP_011564308.1
Px012389	XP_011563304.1
Px012391	XP_011564309.1
Px012392	XP_011564313.1
Px012393	XP_011567861.1
Px012394	XP_011564310.1
Px017982	XP_011567774.1
Px017984	XP_011567775.1
Px017985	XP_011567778.1
Px003478	XP_011555558.1
Px003479	XP_011555528.1
Px003480	XP_011555559.1
Px003481	XP_011555532.1
Px003482	XP_011555535.1
Px003483	XP_011555536.1
Px003484	XP_011555537.1
Px003485	XP_011555538.1
Px003486	XP_011555539.1
Px003487	XP_011555562.1
Px003488	XP_011555562.1
Px003489	XP_011555540.1
Px003490	XP_011555541.1
Px003491	XP_011555543.1
Px003492	XP_011555547.1
Px003493	XP_011555551.1
Px003494	XP_011555552.1
Px003495	XP_011555563.1
Px003496	XP_011555553.1
Px003497	XP_011555554.1
Px003498	XP_011555564.1
Px003500	XP_011555566.1
Px018086	XP_011567350.1
Px018088	XP_011567351.1
Px018089	XP_011567352.1
Px018090	XP_011567353.1
Px018091	XP_011567354.1
Px017635	XP_011567201.1
Px017636	XP_011567200.1
Px017637	XP_011567202.1
Px012076	XP_011563981.1
Px012077	XP_011563982.1
Px012078	XP_011563983.1
Px012079	XP_011563986.1
Px012080	XP_011564719.1
Px012081	XP_011563987.1
Px012082	XP_011563988.1
Px007466	XP_011560365.1
Px007467	XP_011560368.1
Px007468	XP_011551183.1
Px007470	XP_011560369.1
Px007471	XP_011560370.1
Px007472	XP_011560394.1
Px007473	XP_011560371.1
Px007475	XP_011560372.1
Px007476	XP_011560379.1
Px007477	XP_011560395.1
Px007478	XP_011560395.1
Px007479	XP_011560386.1
Px007480	XP_011560150.1
Px007481	XP_011560389.1
Px007482	XP_011560397.1
Px007483	XP_011560391.1
Px007484	XP_011560398.1
Px007485	XP_011560399.1
Px007486	XP_011560399.1
Px007487	XP_011560400.1
Px001573	XP_011567759.1
Px001574	XP_011567760.1
Px008301	XP_011561080.1
Px008302	XP_011561081.1
Px008303	XP_011561082.1
Px008304	XP_011561083.1
Px008305	XP_011561068.1
Px008306	XP_011561069.1
Px008307	XP_011561071.1
Px008308	XP_011561071.1
Px008309	XP_011561072.1
Px008311	XP_011561073.1
Px008312	XP_011555329.1
Px008313	XP_011561075.1
Px008314	XP_011561085.1
Px008315	XP_011555355.1
Px008316	XP_011555324.1
Px008317	XP_011561079.1
Px008318	XP_011555322.1
Px008319	XP_011561089.1
Px008321	XP_011558883.1
Px008322	XP_011561090.1
Px013703	XP_011554426.1
Px013705	XP_011565111.1
Px013706	XP_011565111.1
Px013707	XP_011565109.1
Px013708	XP_011554386.1
Px013710	XP_011565118.1
Px001062	XP_011567624.1
Px001063	XP_011552370.1
Px003651	XP_011568203.1
Px000554	XP_011554426.1
Px000555	XP_011554427.1
Px000556	XP_011557437.1
Px000557	XP_011554403.1
Px000558	XP_011557435.1
Px000559	XP_011554405.1
Px000560	XP_011554428.1
Px000561	XP_011554406.1
Px000562	XP_011554408.1
Px000563	XP_011554410.1
Px000564	XP_011554411.1
Px000565	XP_011554429.1
Px000566	XP_011554429.1
Px000567	XP_011554413.1
Px000568	XP_011554414.1
Px000569	XP_011554415.1
Px000570	XP_011554418.1
Px000571	XP_011554419.1
Px000572	XP_011554430.1
Px000573	XP_011554434.1
Px000574	XP_011554435.1
Px000575	XP_011554422.1
Px000576	XP_011552957.1
Px000577	XP_011554422.1
Px000578	XP_011554436.1
Px000579	XP_011554423.1
Px000580	XP_011554437.1
Px000581	XP_011554438.1
Px000582	XP_011554425.1
Px000583	XP_011561399.1
Px009127	XP_011561578.1
Px009128	XP_011561561.1
Px009129	XP_011561560.1
Px009130	XP_011561579.1
Px009131	XP_011561563.1
Px009133	XP_011561563.1
Px009134	XP_011561565.1
Px009135	XP_011561567.1
Px009136	XP_011561582.1
Px009137	XP_011560364.1
Px009138	XP_011561584.1
Px009139	XP_011561570.1
Px009140	XP_011561585.1
Px009141	XP_011561586.1
Px009142	XP_011561571.1
Px009143	XP_011561574.1
Px009144	XP_011561575.1
Px009145	XP_011561577.1
Px009146	XP_011561588.1
Px004300	XP_011557316.1
Px004301	XP_011557318.1
Px004302	XP_011557342.1
Px004303	XP_011557344.1
Px004304	XP_011557345.1
Px004305	XP_011557345.1
Px004306	XP_011554426.1
Px004307	XP_011547773.1
Px004308	XP_011551181.1
Px004309	XP_011557319.1
Px004310	XP_011557320.1
Px004311	XP_011557350.1
Px004313	XP_011557321.1
Px004315	XP_011557321.1
Px004316	XP_011557351.1
Px004317	XP_011557322.1
Px004318	XP_011557323.1
Px004319	XP_011557324.1
Px004320	XP_011557325.1
Px004321	XP_011557327.1
Px004323	XP_011557331.1
Px004324	XP_011557336.1
Px004325	XP_011557336.1
Px004326	XP_011557338.1
Px004327	XP_011557339.1
Px004328	XP_011557341.1
Px004329	XP_011557352.1
Px013793	XP_011565077.1
Px013795	XP_011565078.1
Px013796	XP_011565079.1
Px013797	XP_011565081.1
Px016848	XP_011566985.1
Px016849	XP_011566844.1
Px016852	XP_011566845.1
Px016853	XP_011566846.1
Px016854	XP_011566848.1
Px016855	XP_011566849.1
Px016856	XP_011566850.1
Px016857	XP_011566854.1
Px016858	XP_011566856.1
Px016859	XP_011566857.1
Px016860	XP_011566859.1
Px014077	XP_011558816.1
Px014078	XP_011565401.1
Px014079	XP_011565397.1
Px014080	XP_011565398.1
Px014081	XP_011565399.1
Px014082	XP_011565405.1
Px001912	XP_011560406.1
Px001913	XP_011567900.1
Px016981	XP_011566901.1
Px016029	XP_011551925.1
Px016030	XP_011558594.1
Px016031	XP_011551928.1
Px016032	XP_011551929.1
Px016033	XP_011551960.1
Px016034	XP_011551961.1
Px016035	XP_011551961.1
Px016036	XP_011551964.1
Px016037	XP_011557487.1
Px016038	XP_011566210.1
Px016039	XP_011551940.1
Px016040	XP_011551966.1
Px016041	XP_011551968.1
Px016042	XP_011551968.1
Px016044	XP_011551969.1
Px016045	XP_011555161.1
Px016046	XP_011555162.1
Px016047	XP_011555949.1
Px016048	XP_011551971.1
Px016050	XP_011551950.1
Px016051	XP_011548436.1
Px016052	XP_011557441.1
Px016053	XP_011551947.1
Px016054	XP_011551946.1
Px016055	XP_011551945.1
Px016056	XP_011551944.1
Px016057	XP_011551972.1
Px016058	XP_011551972.1
Px016059	XP_011551953.1
Px016060	XP_011551954.1
Px016061	XP_011557973.1
Px016062	XP_011551958.1
Px016063	XP_011551959.1
Px016065	XP_011549944.1
Px016066	XP_011551974.1
Px016067	XP_011556650.1
Px004454	XP_011552860.1
Px010303	XP_011561692.1
Px010306	XP_011561673.1
Px010307	XP_011561693.1
Px010308	XP_011561677.1
Px010309	XP_011561677.1
Px010311	XP_011561680.1
Px010312	XP_011561687.1
Px010313	XP_011561695.1
Px010314	XP_011561691.1
Px010315	XP_011561696.1
Px006049	XP_011558665.1
Px006050	XP_011558666.1
Px006051	XP_011558667.1
Px006052	XP_011558669.1
Px006053	XP_011558708.1
Px006054	XP_011558678.1
Px006056	XP_011558709.1
Px006057	XP_011558681.1
Px006058	XP_011558682.1
Px006059	XP_011558686.1
Px006060	XP_011558684.1
Px006061	XP_011558687.1
Px006062	XP_011558689.1
Px006064	XP_011558710.1
Px006065	XP_011558711.1
Px006066	XP_011558690.1
Px006067	XP_011558692.1
Px006068	XP_011558712.1
Px006069	XP_011550318.1
Px006070	XP_011558713.1
Px006071	XP_011558697.1
Px006072	XP_011558700.1
Px006073	XP_011558701.1
Px006074	XP_011558703.1
Px006075	XP_011558714.1
Px006076	XP_011558714.1
Px006078	XP_011558704.1
Px006079	XP_011558705.1
Px006080	XP_011558706.1
Px006081	XP_011558715.1
Px006082	XP_011558716.1
Px006083	XP_011558718.1
Px001020	XP_011565178.1
Px001744	XP_011548353.1
Px001747	XP_011556027.1
Px001748	XP_011556055.1
Px001749	XP_011556029.1
Px001750	XP_011556057.1
Px001751	XP_011556030.1
Px001752	XP_011557825.1
Px001753	XP_011556039.1
Px001755	XP_011550297.1
Px001756	XP_011556040.1
Px001758	XP_011551003.1
Px001759	XP_011556043.1
Px001760	XP_011556045.1
Px001761	XP_011556047.1
Px001762	XP_011556047.1
Px001763	XP_011556048.1
Px001764	XP_011556395.1
Px001766	XP_011556062.1
Px001767	XP_011556062.1
Px011472	XP_011563543.1
Px011473	XP_011563542.1
Px011474	XP_011563561.1
Px011475	XP_011563547.1
Px011476	XP_011563546.1
Px011477	XP_011563545.1
Px011478	XP_011563548.1
Px011479	XP_011563550.1
Px011480	XP_011563553.1
Px011481	XP_011563554.1
Px011482	XP_011563562.1
Px011483	XP_011548335.1
Px011484	XP_011563562.1
Px011486	XP_011563556.1
Px011487	XP_011563558.1
Px011488	XP_011563560.1
Px011489	XP_011563565.1
Px009447	XP_011566045.1
Px009448	XP_011561735.1
Px009449	XP_011561736.1
Px009451	XP_011560406.1
Px009454	XP_011560560.1
Px009455	XP_011561738.1
Px014957	XP_011565916.1
Px014958	XP_011565919.1
Px003584	XP_011568123.1
Px017038	XP_011560486.1
Px017039	XP_011566572.1
Px017040	XP_011566574.1
Px017041	XP_011551443.1
Px017042	XP_011551470.1
Px016354	XP_011566632.1
Px016355	XP_011566633.1
Px016356	XP_011566634.1
Px016357	XP_011566635.1
Px011826	XP_011563848.1
Px011827	XP_011563843.1
Px011828	XP_011558399.1
Px011829	XP_011556903.1
Px011830	XP_011563851.1
Px011831	XP_011561448.1
Px011832	XP_011563847.1
Px011833	XP_011563854.1
Px011834	XP_011563854.1
Px000523	XP_011567397.1
Px017058	XP_011566895.1
Px017059	XP_011566896.1
Px017060	XP_011566897.1
Px016398	XP_011566599.1
Px016399	XP_011566599.1
Px017725	XP_011549860.1
Px017726	XP_011569306.1
Px000788	XP_011567581.1
Px013288	XP_011551864.1
Px013289	XP_011551914.1
Px013290	XP_011551866.1
Px013291	XP_011551914.1
Px013292	XP_011551914.1
Px013293	XP_011551867.1
Px013294	XP_011565465.1
Px013295	XP_011551871.1
Px013296	XP_011551915.1
Px013297	XP_011551875.1
Px013298	XP_011551876.1
Px013299	XP_011565893.1
Px013300	XP_011566906.1
Px013301	XP_011551916.1
Px013302	XP_011556879.1
Px013303	XP_011551879.1
Px013305	XP_011549252.1
Px013306	XP_011551919.1
Px013308	XP_011551884.1
Px013309	XP_011551885.1
Px013312	XP_011551920.1
Px013313	XP_011551886.1
Px013314	XP_011551890.1
Px013315	XP_011551891.1
Px013316	XP_011564185.1
Px013318	XP_011551897.1
Px013319	XP_011551904.1
Px013320	XP_011551905.1
Px013321	XP_011551907.1
Px013322	XP_011551921.1
Px013323	XP_011551922.1
Px013324	XP_011551909.1
Px013325	XP_011551910.1
Px013326	XP_011551911.1
Px013327	XP_011551923.1
Px013328	XP_011551924.1
Px013329	XP_011551913.1
Px013330	XP_011551913.1
Px013331	XP_011554211.1
Px001402	XP_011567769.1
Px010506	XP_011563256.1
Px010507	XP_011553157.1
Px010508	XP_011562651.1
Px010509	XP_011562630.1
Px010510	XP_011562633.1
Px010511	XP_011562635.1
Px010512	XP_011562652.1
Px010513	XP_011562653.1
Px010514	XP_011562639.1
Px010515	XP_011562640.1
Px010516	XP_011562654.1
Px010517	XP_011562643.1
Px010518	XP_011562644.1
Px010519	XP_011562647.1
Px010520	XP_011554874.1
Px010522	XP_011562648.1
Px010523	XP_011562655.1
Px000232	XP_011567366.1
Px000233	XP_011567368.1
Px000234	XP_011567370.1
Px005350	XP_011558336.1
Px005351	XP_011558314.1
Px005352	XP_011558315.1
Px005354	XP_011558317.1
Px005355	XP_011558318.1
Px005356	XP_011552568.1
Px005357	XP_011558338.1
Px005358	XP_011558321.1
Px005359	XP_011558339.1
Px005360	XP_011558323.1
Px005361	XP_011558327.1
Px005362	XP_011558327.1
Px005363	XP_011558325.1
Px005364	XP_011558340.1
Px005365	XP_011558328.1
Px005366	XP_011558329.1
Px005367	XP_011558341.1
Px005368	XP_011558330.1
Px005369	XP_011558331.1
Px005370	XP_011558342.1
Px005371	XP_011558332.1
Px005372	XP_011558344.1
Px005373	XP_011558334.1
Px005374	XP_011558335.1
Px005375	XP_011554847.1
Px002853	XP_011554856.1
Px002854	XP_011554857.1
Px002858	XP_011554862.1
Px002859	XP_011561752.1
Px002860	XP_011554901.1
Px002861	XP_011554866.1
Px002862	XP_011555848.1
Px002863	XP_011557345.1
Px002864	XP_011554867.1
Px002865	XP_011554902.1
Px002866	XP_011554903.1
Px002867	XP_011554870.1
Px002868	XP_011554873.1
Px002869	XP_011554874.1
Px002870	XP_011554904.1
Px002871	XP_011554876.1
Px002872	XP_011554905.1
Px002873	XP_011554884.1
Px002874	XP_011554907.1
Px002875	XP_011554888.1
Px002876	XP_011554909.1
Px002877	XP_011554910.1
Px002878	XP_011554911.1
Px002879	XP_011566182.1
Px002880	XP_011554892.1
Px002881	XP_011554893.1
Px002882	XP_011554894.1
Px002884	XP_011554912.1
Px002885	XP_011554895.1
Px006254	XP_011558826.1
Px006255	XP_011558811.1
Px006256	XP_011558813.1
Px006257	XP_011558814.1
Px006258	XP_011558815.1
Px006259	XP_011558816.1
Px006260	XP_011558818.1
Px006261	XP_011558827.1
Px006262	XP_011558828.1
Px006264	XP_011558819.1
Px006265	XP_011558821.1
Px006266	XP_011558820.1
Px006267	XP_011558823.1
Px006268	XP_011558824.1
Px006270	XP_011558825.1
Px006271	XP_011558829.1
Px006272	XP_011559128.1
Px010047	XP_011562238.1
Px010048	XP_011554148.1
Px010049	XP_011554148.1
Px010050	XP_011562241.1
Px010051	XP_011562242.1
Px010052	XP_011562215.1
Px010053	XP_011562217.1
Px010054	XP_011563487.1
Px010055	XP_011562220.1
Px010056	XP_011562243.1
Px010057	XP_011562221.1
Px010058	XP_011562244.1
Px010059	XP_011562224.1
Px010062	XP_011562226.1
Px010063	XP_011562231.1
Px010064	XP_011562233.1
Px010065	XP_011562246.1
Px010066	XP_011562235.1
Px010067	XP_011562247.1
Px010068	XP_011562237.1
Px001449	XP_011567792.1
Px015729	XP_011566251.1
Px015730	XP_011566252.1
Px016349	XP_011566618.1
Px016350	XP_011566619.1
Px000654	XP_011567564.1
Px000655	XP_011567566.1
Px000656	XP_011567567.1
Px004614	XP_011568196.1
Px016726	XP_011566677.1
Px016727	XP_011569319.1
Px009218	XP_011561876.1
Px009219	XP_011561878.1
Px009220	XP_011561857.1
Px009221	XP_011561860.1
Px009222	XP_011561859.1
Px009223	XP_011561879.1
Px009224	XP_011561861.1
Px009225	XP_011561869.1
Px009226	XP_011561880.1
Px009227	XP_011561881.1
Px009229	XP_011561871.1
Px009230	XP_011561872.1
Px009231	XP_011561873.1
Px009232	XP_011561883.1
Px009233	XP_011561884.1
Px009234	XP_011561884.1
Px009235	XP_011561886.1
Px009236	XP_011567091.1
Px009237	XP_011561890.1
Px008881	XP_011555687.1
Px008882	XP_011555643.1
Px008883	XP_011555688.1
Px008884	XP_011555644.1
Px008885	XP_011555645.1
Px008886	XP_011555646.1
Px008887	XP_011555647.1
Px008888	XP_011555648.1
Px008890	XP_011555692.1
Px008892	XP_011555654.1
Px008893	XP_011555694.1
Px008894	XP_011555695.1
Px008895	XP_011555417.1
Px008896	XP_011555696.1
Px008897	XP_011555658.1
Px008898	XP_011555661.1
Px008899	XP_011555662.1
Px008900	XP_011555663.1
Px008901	XP_011555665.1
Px008902	XP_011555666.1
Px008903	XP_011555667.1
Px008904	XP_011555698.1
Px008905	XP_011568992.1
Px008906	XP_011555668.1
Px008907	XP_011555669.1
Px008908	XP_011555672.1
Px008909	XP_011555674.1
Px008910	XP_011555678.1
Px008911	XP_011555700.1
Px008912	XP_011555702.1
Px008913	XP_011555681.1
Px008914	XP_011549542.1
Px008915	XP_011555705.1
Px008916	XP_011555684.1
Px000738	XP_011567442.1
Px015889	XP_011553136.1
Px015890	XP_011553109.1
Px015891	XP_011553113.1
Px015892	XP_011553115.1
Px015893	XP_011553116.1
Px015894	XP_011553137.1
Px015895	XP_011553118.1
Px015896	XP_011553120.1
Px015897	XP_011553119.1
Px015898	XP_011553138.1
Px015899	XP_011553138.1
Px015900	XP_011554806.1
Px015901	XP_011554806.1
Px015902	XP_011553139.1
Px015903	XP_011553121.1
Px015904	XP_011553123.1
Px015905	XP_011553124.1
Px015906	XP_011552905.1
Px015907	XP_011553141.1
Px015908	XP_011553142.1
Px015909	XP_011553142.1
Px015910	XP_011553144.1
Px015911	XP_011553126.1
Px015912	XP_011553145.1
Px015913	XP_011553147.1
Px015914	XP_011553128.1
Px015915	XP_011553129.1
Px015916	XP_011553130.1
Px015917	XP_011553131.1
Px015918	XP_011553132.1
Px015921	XP_011553148.1
Px015922	XP_011553134.1
Px015924	XP_011553149.1
Px015925	XP_011553135.1
Px015926	XP_011553135.1
Px015927	XP_011553151.1
Px015928	XP_011553153.1
Px014090	XP_011565361.1
Px014091	XP_011565358.1
Px014093	XP_011561319.1
Px014094	XP_011565362.1
Px014095	XP_011565363.1
Px003817	XP_011556729.1
Px003818	XP_011556755.1
Px003819	XP_011551000.1
Px003820	XP_011556758.1
Px003821	XP_011556730.1
Px003822	XP_011556731.1
Px003823	XP_011556733.1
Px003824	XP_011556734.1
Px003825	XP_011556735.1
Px003826	XP_011566497.1
Px003827	XP_011556738.1
Px003828	XP_011556740.1
Px003829	XP_011556742.1
Px003830	XP_011558496.1
Px003831	XP_011560756.1
Px003832	XP_011556762.1
Px003833	XP_011556765.1
Px003834	XP_011556745.1
Px003835	XP_011556746.1
Px003836	XP_011556766.1
Px003837	XP_011559973.1
Px003838	XP_011556767.1
Px003839	XP_011556750.1
Px003840	XP_011556751.1
Px003841	XP_011556768.1
Px003842	XP_011556769.1
Px008269	XP_011560701.1
Px008271	XP_011560683.1
Px008272	XP_011560684.1
Px008273	XP_011560686.1
Px008275	XP_011560702.1
Px008276	XP_011560704.1
Px008277	XP_011560696.1
Px008278	XP_011560697.1
Px008279	XP_011560705.1
Px008280	XP_011560706.1
Px008281	XP_011560707.1
Px008282	XP_011560699.1
Px008283	XP_011560698.1
Px008284	XP_011560700.1
Px008285	XP_011560394.1
Px008286	XP_011560373.1
Px015848	XP_011566372.1
Px015849	XP_011569329.1
Px015850	XP_011547755.1
Px012532	XP_011564270.1
Px012533	XP_011564271.1
Px012534	XP_011564276.1
Px012535	XP_011564273.1
Px012536	XP_011564272.1
Px011282	XP_011563354.1
Px011283	XP_011563349.1
Px011284	XP_011563354.1
Px011285	XP_011563351.1
Px011286	XP_011563352.1
Px011288	XP_011553832.1
Px012118	XP_011564090.1
Px012119	XP_011564084.1
Px012120	XP_011564085.1
Px012121	XP_011564091.1
Px012122	XP_011560406.1
Px012123	XP_011564094.1
Px012124	XP_011564095.1
Px012125	XP_011564096.1
Px012126	XP_011564087.1
Px012128	XP_011564097.1
